,Precio,Direccion,Barrio
1447,USD 95.000,Carcano y Av del Piamonte,"Córdoba, Córdoba"
1448,USD 50.000,Velez Sarsfield 1358,"Nueva Córdoba, Córdoba"
1449,USD 124.470,Velez Sarsfield 700 2°,"Nueva Córdoba, Córdoba"
1450,USD 155.000,Apto Bancor Housing Pegado A Tejas 2 Duplex 3 Dormitorios,"Inaudi, Córdoba"
1451,USD 37.000,Achaval Rodriguez al 500,"Güemes, Córdoba"
1452,USD 550.000,Jockey Club,"Jockey Club, Córdoba"
1453,USD 50.000,bv san juan 347,"Centro, Córdoba"
1454,USD 175.000,Heriberto Martinez 6410,"Argüello, Córdoba"
1455,USD 90.000,,"Nuevo URCA, Córdoba"
1456,USD 36.500,"Av. Colon 2429, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
1457,USD 79.000,Obispo Trejo 1000,"Nueva Córdoba, Córdoba"
1458,USD 290.000,Verandas - Siete Soles,"Córdoba, Córdoba"
1459,USD 105.000, GRAL MARTIN DE GÜEMES 331,"General Paz, Córdoba"
1460,USD 60.000,Corro 14,"Centro, Córdoba"
1461,USD 115.000,Rincon de Luna al 9500,"Villa Rivera Indarte, Córdoba"
1462,USD 80.000,24 de Septiembre 1770,"General Paz, Córdoba"
1463,USD 175.000,Av Valparaíso al 4971,"La Luisita, Córdoba"
1464,USD 215.000,Republica China,"Santina Norte, Córdoba"
1465,USD 85.900,Federico Padula al 3400,"Córdoba, Córdoba"
1466,USD 180.000,Ciudad de Tampa 3000,"Villa Cabrera, Córdoba"
1467,USD 189.000,LA LUISITA 4000,"La Luisita, Córdoba"
1468,USD 75.000,Miguel Unamuno 1878,"Crisol Norte, Córdoba"
1469,USD 370.000,Derqui 200,"Nueva Córdoba, Córdoba"
1470,USD 45.000,Santa Fe 330,"Alberdi, Córdoba"
1471,USD 55.000,Pringles 55 4º C,"General Paz, Córdoba"
1472,USD 112.600,AV VELEZ SARSFIELD 762,"Nueva Córdoba, Córdoba"
1473,USD 280.000,camino san antonio 5000,"La Luisita, Córdoba"
1474,USD 175.000,jose acevey 1900,"Ayacucho, Córdoba"
1475,USD 110.000,Lavalleja al 1500,"Cofico, Córdoba"
1476,USD 130.000,Padre Luis Galeano 1000,"Bajo Palermo, Córdoba"
1477,USD 65.000,Herminio Malvino 2700,"Las Margaritas, Córdoba"
1478,USD 98.000,Andrés Lamas,"Bajo Palermo, Córdoba"
1479,USD 66.000,San Lorenzo al 400,"Nueva Córdoba, Córdoba"
1480,$ 38.000,Baigorri 281,"Alta Córdoba, Córdoba"
1481,$ 9.000.000,Padre Lozano 713,"Alto Alberdi, Córdoba"
1482,USD 79.000,Docta Etapa 3,"Docta Boulevard, DOCTA"
1483,USD 120.000,Lima 1460,"General Paz, Córdoba"
1484,USD 340.000,avenida ramon carcano,"Córdoba, Córdoba"
1485,USD 63.000,,"General Paz, Córdoba"
1486,USD 580.000,Lomas de la Carolina,"Lomas de la Carolina, Córdoba"
1487,USD 47.000,24 de Septiembre al 1900,"General Paz, Córdoba"
1488,USD 88.500,Av. Vélez Sarsfield 1800 3°,"Nueva Córdoba, Córdoba"
1489,USD 280.000,"Opera 5, Departamento 3 Dormitorios Córdoba","Córdoba, Córdoba"
1490,USD 70.000,,"Inaudi, Córdoba"
1491,USD 66.000,Mariano Fragueiro 585,"Centro, Córdoba"
1492,USD 39.000,,"Alta Córdoba, Córdoba"
1493,$ 99.500,hernando de retamoso,"Parque Chacabuco, Córdoba"
1494,USD 630.000,MOLINO DE TORRES 6000,"El Bosque, Córdoba"
1495,USD 155.000,Casonas del sur II - Torre Andalucia,"Córdoba, Córdoba"
1496,USD 58.900,Duarte Quirós 670,"Centro, Córdoba"
1497,USD 480.000,Jockey Club,"Jockey Club, Córdoba"
1498,USD 420.000,Joule 6000,"Villa Belgrano, Córdoba"
1499,USD 110.000,Juan B Justo 2725,"Alta Córdoba, Córdoba"
1500,USD 68.000,Catamarca 1371,"General Paz, Córdoba"
1501,USD 185.000,Greenville 2 - M29 L20 B,"Greenville II, Córdoba"
1502,USD 319.000,SAN Lorenzo al 500,"Nueva Córdoba, Córdoba"
1503,USD 75.000,Av Carcano,"Balcones del Chateau, Córdoba"
1504,USD 70.000,Av. Vélez Sarsfield 54,"Centro, Córdoba"
1505,USD 160.000,Lautaro 400,"San Fernando, Córdoba"
1506,USD 163.000,"San Pedro Nolasco 7245, X5022 Córdoba","San José, Córdoba"
1507,USD 700.000,El Bosque,"Córdoba, Córdoba"
1508,USD 159.000,ruta 20,"Siete Soles Naturaleza Urbana, Córdoba"
1509,USD 200.000,BUENOS AIRES 465,"Nueva Córdoba, Córdoba"
1510,USD 129.000,Baquero Lazcano,"Jardín, Córdoba"
1511,USD 42.000,Cayetano Silva 75,"Alto Alberdi, Córdoba"
1512,USD 79.000,,"Nueva Córdoba, Córdoba"
1513,USD 47.000,24 de Septiembre al 1800,"General Paz, Córdoba"
1514,USD 37.000,Jeronimo luis de Cabrera 1163,"Alta Córdoba, Córdoba"
1515,USD 52.000,Ambrosio Olmos al 700,"Nueva Córdoba, Córdoba"
1516,USD 183.000,Padre Alberione 6550,"El Refugio, Córdoba"
1517,Consultar precio,santiago derqui 279,"Nueva Córdoba, Córdoba"
1518,USD 195.000,Montevideo 447,"Nueva Córdoba, Córdoba"
1519,USD 170.000,,"Córdoba, Córdoba"
1520,USD 135.000,Fragata Sarmiento 421,"Alto Alberdi, Córdoba"
1521,USD 78.000,Ruta 20 S/N Docta Urbanización Inteligente,"DOCTA, Córdoba"
1522,USD 148.000,Comarca de Allende,"Comarca de Allende, Córdoba"
1523,USD 58.000,Ángelo de Peredo 431,"Güemes, Córdoba"
1524,USD 170.000,,"Manantiales, Córdoba"
1525,USD 230.000,Inca Manco y Santa Marta,"Córdoba, Córdoba"
1526,USD 36.000,Bordones 32,"Alto Alberdi, Córdoba"
1527,USD 116.000,Aviador Pettirossi,"Miradores de Manantiales II, Córdoba"
1528,Consultar precio,Chacras DEL Norte,"Córdoba, Córdoba"
1529,USD 350.000,Monseñor Ferreyra 6050,"Villa Belgrano, Córdoba"
1530,USD 98.000,24 de septiembre 702,"General Paz, Córdoba"
1531,USD 144.999,Mariano Larra 3457,"URCA, Córdoba"
1532,USD 135.000,Figueroa y Mendoza 908 ,"URCA, Córdoba"
1533,USD 239.000,De Los Extremeños 4900,"Córdoba, Córdoba"
1534,USD 200.000,Housing Acacia Norte en Barrio La Carolina - Zona Norte,"La Carolina, Córdoba"
1535,USD 140.000,carcano 280,"Residencial del Chateau, Córdoba"
1536,USD 67.000,DOCTA RUTA 20,"Docta Avenida, DOCTA"
1537,USD 440.000,Emilio Lamarca al 4100,"URCA, Córdoba"
1538,USD 149.000,Salamanca al 2200,"Maipú, Córdoba"
1539,USD 240.000,NICEFORO CASTELLANO 5400,"Granja de Funes, Córdoba"
1540,USD 70.000,Arrecifes 672,"Las Palmas, Córdoba"
1541,USD 75.000,Pasaje Hilario Fernandez Y Buenos Aires,"Nueva Córdoba, Córdoba"
1542,USD 50.000,José Benito Cotolengo,"Valle Cercano, Córdoba"
1543,USD 80.000,Pasaje Valtodano 1368,"Nueva Córdoba, Córdoba"
1544,USD 49.999,"Paso de Uspallata 523, Córdoba Capital, Argentina","San Martín, Córdoba"
1545,USD 500.000,MOLINO DE TORRES 5300,"El Bosque, Córdoba"
1546,USD 195.000,Yrigoyen 100,"Nueva Córdoba, Córdoba"
1547,USD 175.000,Colon 675,"Centro, Córdoba"
1548,USD 110.000,,"Maipú, Córdoba"
1549,USD 10.950,Blvd. Pte. Juan Domingo Perón al 1100,"Crisol Norte, Córdoba"
1550,USD 580.000,,"Cerro de las Rosas, Córdoba"
1551,Consultar precio,,"URCA, Córdoba"
1552,USD 85.000,"Intendente mestre 1080, Córdoba, Córdoba, Argentina.","Alta Córdoba, Córdoba"
1553,USD 80.000,Bolivia 263,"Nueva Córdoba, Córdoba"
1554,USD 490.000,Cañada de Gomez 800,"La Cascada Country Golf, Córdoba"
1555,USD 288.000,,"Siete Soles Naturaleza Urbana, Córdoba"
1556,Consultar precio,Hipolito Irigoyen 592,"Nueva Córdoba, Córdoba"
1557,USD 40.000,Paraguay 90,"Alberdi, Córdoba"
1558,USD 198.000,Tycho Brahe 5655,"Villa Belgrano, Córdoba"
1559,USD 54.000,Esquiú 100,"General Paz, Córdoba"
1560,USD 120.000,Av. Colón 4933,"Teodoro Felds, Córdoba"
1561,USD 164.900,Housing en Arguello - Monseñor L. Ferreyra al 500,"Argüello, Córdoba"
1562,USD 45.000,Duarte Quiros 675,"Centro, Córdoba"
1563,USD 220.000,Horacio Martinez 3600,"Residencial Vélez Sársfield, Córdoba"
1564,USD 128.000,La Calandria,"La Calandria, Córdoba"
1565,USD 83.000,Pueyrredon 146,"Nueva Córdoba, Córdoba"
1566,USD 71.500,Cañada de Gomez,"Prados de Manantiales, Córdoba"
1567,USD 60.000,charcas 2415,"General Pueyrredón, Córdoba"
1568,USD 128.500,Mejico 800,"General Pueyrredón, Córdoba"
1569,USD 195.000,Cañuelas Chico -,"Cañuelas Country Golf, Córdoba"
1570,$ 3.000.000,Lamadrid 128,"General Paz, Córdoba"
1571,USD 165.000,Av. Fuerza Aérea 2147,"Parque Capital, Córdoba"
1572,USD 159.000,Casa De Terrazas Colonia Impira Lote / N° 0,"Terrazas de Manantiales, Córdoba"
1573,USD 60.000,Duarte Quiros 900 1°,"Alberdi, Córdoba"
1574,USD 105.000,Ricardo Rojas 9800,"Villa Rivera Indarte, Córdoba"
1575,USD 210.000,,"Casonas de Manantiales, Córdoba"
1576,USD 550.000,Av. Ohiggins 5870,"La Santina, Córdoba"
1577,USD 56.000,Ambrosio Olmos 1140,"Nueva Córdoba, Córdoba"
1578,USD 73.000,Av. Pueyrredon 238,"Nueva Córdoba, Córdoba"
1579,USD 40.000,Ing. Lopez 102,"Alto Alberdi, Córdoba"
1580,USD 189.900,Obispo Arregui al 4800,"Cerro de las Rosas, Córdoba"
1581,USD 45.000,José Antonio de Sucre,"Centro, Córdoba"
1582,USD 270.000,Trafalgar 555,"Alta Córdoba, Córdoba"
1583,USD 55.000,Videla Castillo 645,"San Martín, Córdoba"
1584,USD 73.000,Intendente Ramon Bautista Mestre,"Las Rosas, Córdoba"
1585,USD 155.000,LA PAMPA 368,"Paso de los Andes, Córdoba"
1586,USD 165.000,jujuy 1452,"Cofico, Córdoba"
1587,USD 95.000,balcones del chateau,"Balcones del Chateau, Córdoba"
1588,USD 44.000,General Aráoz de Lamadrid 170,"General Paz, Córdoba"
1589,USD 68.000,Dean Funes 732,"Centro, Córdoba"
1590,USD 220.000,Isaac Newton 6099,"Villa Belgrano, Córdoba"
1591,USD 45.000,,"Mariano Balcarce, Córdoba"
1592,USD 185.000,,"Alta Córdoba, Córdoba"
1593,USD 45.000,platon 3017,"Zumarán, Córdoba"
1594,USD 245.000,,"Las Tejas del Sur, Córdoba"
1595,USD 290.000,Siete Soles 123,"Siete Soles Naturaleza Urbana, Córdoba"
1596,USD 95.000,Carcano y Av del Piamonte,"Córdoba, Córdoba"
1597,USD 120.000,Calle Pública 2464,"Jardín, Córdoba"
1598,USD 120.000,Av. Estrada,"Nueva Córdoba, Córdoba"
1599,USD 220.000,Enrique Cavendish 6050 Housing Cuñatai,"Villa Belgrano, Córdoba"
1600,USD 230.000,"Mario Flores 4278, Tejas del Sur","Las Tejas del Sur, Córdoba"
1601,USD 70.000,Avenida Colon ,"Alto Alberdi, Córdoba"
1602,USD 67.000,Bv. San Juan y Arturo M. Bas,"Centro, Córdoba"
1603,USD 190.000,,"Chacra del Norte, Córdoba"
1604,USD 60.000,Eugenio Galli 200,"Las Palmas, Córdoba"
1605,USD 99.000,Prudencio Bustos 125- Duplex A Estrenar La Diva,"Alto Alberdi, Córdoba"
1606,USD 128.000,Avenida Renault y Cañada de Gomez,"Terrazas de Manantiales, Córdoba"
1607,USD 22.869.000,Padre Alberione 6500,"Villa Rivera Indarte, Córdoba"
1608,USD 145.000,Leon 1800 ,"Maipú, Córdoba"
1609,USD 420.000,Valle Escondido - Barrio Los Cerezos - Republica China,"Valle Escondido , Córdoba"
1610,USD 208.000,,"Crisol Sur, Córdoba"
1611,USD 115.000,Av Valparaiso 7500,"Distrito Sur, Córdoba"
1612,USD 70.000,Gral. Román Deheza 63,"General Paz, Córdoba"
1613,USD 160.000,Parana 400,"Nueva Córdoba, Córdoba"
1614,USD 385.000,Obispo salguero 626,"Nueva Córdoba, Córdoba"
1615,USD 135.000,Av. Colón 6200,"Quebrada de las Rosas, Córdoba"
1616,USD 220.000,Argañaraz y Murgia,"Jardín Espinosa, Córdoba"
1617,USD 76.000,,"Bajo Palermo, Córdoba"
1618,USD 35.000,Bragado 1446,"Providencia, Córdoba"
1619,USD 275.000,,"Siete Soles Naturaleza Urbana, Córdoba"
1620,USD 125.000,Lote 21 Mza 56,"Solares de Manantiales, Córdoba"
1621,USD 125.000,,"Nueva Córdoba, Córdoba"
1622,USD 56.990,Av. Cruz Roja Y Belardinelli,"Iponá, Córdoba"
1623,USD 220.000,Pasaje Taborda 1270,"Rogelio Martínez, Córdoba"
1624,USD 182.000,Av Bernardo O'higgins 6100,"Greenville II, Córdoba"
1625,USD 89.000,GENERALPAZ 2520,"Alta Córdoba, Córdoba"
1626,USD 200.000,Angualasto,"Villa Warcalde, Córdoba"
1627,USD 105.000,david luque 359,"General Paz, Córdoba"
1628,USD 115.000,Parana al 600,"Nueva Córdoba, Córdoba"
1629,USD 350.000,Ejercito Argentino 12,"San Martín, Córdoba"
1630,USD 189.000,Av Valparaiso al 4900,"La Luisita, Córdoba"
1631,USD 88.000,Novillo Martinez al 500 - B° SAN Daniel,"Córdoba, Córdoba"
1632,USD 80.000,Sucre 2014,"Alta Córdoba, Córdoba"
1633,USD 290.000,Av. republica de china 1,"Valle Escondido , Córdoba"
1634,USD 70.000,Juan B Justo 3000,"General Bustos, Córdoba"
1635,USD 170.000,Chacras del Sur,"Córdoba, Córdoba"
1636,USD 450.000,Fincas del Sur 1 000,"Fincas del Sur I, Córdoba"
1637,USD 60.000,27 abril 900,"Alberdi, Córdoba"
1638,USD 38.000,Martín García 882,"San Martín, Córdoba"
1639,USD 175.000,Punta del Este al 8800,"La Carolina, Córdoba"
1640,USD 110.000,paso de los andes 532,"Paso de los Andes, Córdoba"
1641,USD 185.000,Green Ville 2 - Duplex 3 Dorm - Zona Sur,"Greenville II, Córdoba"
1642,USD 25.000,darragueira 5160,"Deán Funes, Córdoba"
1643,USD 60.500,sol de mayo y agote,"San Francisco, Córdoba"
1644,USD 75.000,Venta 1 HAB Balcon BV SAN Juan 550,"Centro, Córdoba"
1645,USD 45.000,La Carlota 1700,"Córdoba, Córdoba"
1646,USD 120.000,LA Paya II Duplex A Estrenar EN Venta Y Alquiler Amoblado Temporario,"Inaudi, Córdoba"
1647,USD 790.000,Emilio Lamarca 4470,"URCA, Córdoba"
1648,USD 185.000,Villa Belgrano Housing Qubic,"Villa Belgrano, Córdoba"
1649,USD 105.000,Inschaupe 100,"Las Flores, Córdoba"
1650,USD 58.000,Chacabuco 611,"Nueva Córdoba, Córdoba"
1651,USD 57.500,25 de Mayo al 300,"Centro, Córdoba"
1652,USD 78.000,Av Pueyrredon 280,"Nueva Córdoba, Córdoba"
1653,USD 40.000,Juan Larrea al 1600,"General Paz, Córdoba"
1654,USD 95.000,San lorenzo 210,"Nueva Córdoba, Córdoba"
1655,USD 41.000,Gramme al 5400,"Ituzaingó, Córdoba"
1656,USD 69.000,ayacucho 350,"Nueva Córdoba, Córdoba"
1657,USD 58.000,27 de Abril al 700,"Centro, Córdoba"
1658,USD 57.000,Caseros 1100,"Alto Alberdi, Córdoba"
1659,USD 1.000,,"Villa Belgrano, Córdoba"
1660,USD 1,Jose Manuel Estrada al 100,"Nueva Córdoba, Córdoba"
1661,Consultar precio,,"La Calandria, Córdoba"
1662,USD 330.000,Country Chacras de la Villa,"Córdoba, Córdoba"
1663,USD 125.000,"Miradores de manantiales, lote 24, manzana 108","Miradores de Manantiales, Córdoba"
1664,USD 80.000,Ambrosio Olmos 800 4°,"Córdoba, Córdoba"
1665,USD 420.000,Molino de Torres,"El Bosque, Córdoba"
1666,USD 37.000,CORONEL OLMEDO 252,"Alberdi, Córdoba"
1667,Consultar precio,,"Tablada Park, Córdoba"
1668,USD 87.000,Avenida la donosa,"Docta Boulevard, DOCTA"
1669,Consultar precio,San Antonio 4000,"Manantiales, Córdoba"
1670,USD 43.000,Parana 195,"Centro, Córdoba"
1671,USD 270.000,San Lorenzo N° al 500,"Nueva Córdoba, Córdoba"
1672,USD 750.000,Celso Barrios 1000,"Córdoba, Córdoba"
1673,USD 134.900,OBISPO SALGUERO 421,"Nueva Córdoba, Córdoba"
1674,USD 79.900,Comechingones 1051,"Los Plátanos, Córdoba"
1675,USD 130.000,Ibarbalz al 752- Nuevo Suquia- Cardinales- Bario General Paz- 2 Dort- 2 Baños,"Córdoba, Córdoba"
1676,USD 145.000,Buenos Aires 411,"Nueva Córdoba, Córdoba"
1677,USD 88.000,"Betania Plaza ""C""","Nueva Córdoba, Córdoba"
1678,USD 72.000,Gral. Paz 1241,"Cofico, Córdoba"
1679,USD 345.000,Obispo Lascano 2555,"Villa Cabrera, Córdoba"
1680,USD 39.000,videla castillo,"San Martín, Córdoba"
1681,USD 125.000,Avenida Valparaiso 6400,"La Calandria, Córdoba"
1682,USD 420.000,Manzana 209 6,"Córdoba, Córdoba"
1683,USD 126.000,Av colon 6200,"Quebrada de las Rosas, Córdoba"
1684,USD 120.000,,"DOCTA, Córdoba"
1685,USD 180.000,Av. República de China 1200 Housing Patagonia Village,"Valle Escondido , Córdoba"
1686,USD 28.000,9 de Julio al 2100,"Alto Alberdi, Córdoba"
1687,USD 95.000,Rufino Cuervo ,"Escobar, Córdoba"
1688,USD 80.000,Estrada y Buenos Aires,"Nueva Córdoba, Córdoba"
1689,USD 105.000,Jujuy al 100,"Centro, Córdoba"
1690,USD 36.000,,"Ameghino Sud, Córdoba"
1691,USD 135.000,Crisol 51,"Nueva Córdoba, Córdoba"
1692,USD 390.000,"El Rocio, Valle Escondido 0","Valle Escondido , Córdoba"
1693,USD 75.000,Obispo Oro 300,"Nueva Córdoba, Córdoba"
1694,USD 168.000,Juan B Justo 8900,"Guiñazú, Córdoba"
1695,USD 90.000,Juan De Barrientos 1700,"Marqués de Sobremonte, Córdoba"
1696,USD 117.000,Manzana 73 Lote 24,"Colinas de Manantiales, Córdoba"
1697,USD 130.000,Capri Barrio Parque Horizonte al 4000,"Parque Latino, Córdoba"
1698,USD 47.000,Obispo Trejo 1000 3°,"Nueva Córdoba, Córdoba"
1699,USD 67.900,Obispo Salguero 600,"Nueva Córdoba, Córdoba"
1700,USD 100.000,Docta Boulevard,"Docta Boulevard, DOCTA"
1701,USD 197.000,Tupungato al 1600,"Parque Capital, Córdoba"
1702,USD 35.000,,"Alto Alberdi, Córdoba"
1703,USD 74.800,,"Rincones de Manantiales, Córdoba"
1704,USD 95.000,Obispo Salguero 543,"Nueva Córdoba, Córdoba"
1705,USD 700.000,,"Lomas de los Carolinos, Córdoba"
1706,USD 130.000,Calle Publica 0,"Colinas de Manantiales, Córdoba"
1707,USD 290.000,Emilio Pettoruti 2229,"Cerro de las Rosas, Córdoba"
1708,USD 80.000,Balcarce 534,"Nueva Córdoba, Córdoba"
1709,USD 56.000,ISABEL LA CATOLICA 518,"Alta Córdoba, Córdoba"
1710,USD 74.900,Obispo Trejo al 1300,"Nueva Córdoba, Córdoba"
1711,USD 215.000,Alberto Nicasio 7181,"Villa Belgrano, Córdoba"
1712,USD 90.000,Nazaret 3100,"Las Rosas, Córdoba"
1713,USD 39.500,Damaso Larrañaga 133,"Nueva Córdoba, Córdoba"
1714,USD 75.000,Entre rios 495,"Centro, Córdoba"
1715,USD 135.000,Av. Colón 6200,"Alto Villasol, Córdoba"
1716,USD 750.000,Cañuelas Country Golf,"Cañuelas Country Golf, Córdoba"
1717,USD 520.000,Molino de Torres 5301,"El Bosque, Córdoba"
1718,USD 48.000,Bv Chacabuco 480,"Nueva Córdoba, Córdoba"
1719,USD 59.000,Guemes 126,"General Paz, Córdoba"
1720,USD 160.000,Av Gauss 4600,"Villa Belgrano, Córdoba"
1721,USD 120.000,Ituzaingo al 900: 2 Dormitorios/ Balcon Terraza - Posesion Inmediata,"Nueva Córdoba, Córdoba"
1722,USD 110.000,,"Las Rosas, Córdoba"
1723,$ 5.000.000,Avenida Colón 1494,"Alberdi, Córdoba"
1724,USD 57.000,Lima 1300,"General Paz, Córdoba"
1725,USD 62.500,Marcelo T de Alvear 868 ,"Güemes, Córdoba"
1726,USD 83.000,Trafalgar 358,"Alta Córdoba, Córdoba"
1727,USD 280.000,Argañaras y Murguia 3300,"Jardín Espinosa, Córdoba"
1728,USD 110.000,,"Miradores de Manantiales, Córdoba"
1729,USD 39.000,Bv. Chacabuco 36,"Centro, Córdoba"
1730,USD 69.400,Chacabuco 1200 8°,"Nueva Córdoba, Córdoba"
1731,USD 420.000,Fincas Dos central,"Fincas del Sur II, Córdoba"
1732,USD 46.500,baigorri 868,"Alta Córdoba, Córdoba"
1733,USD 45.000,CHACO 700,"Providencia, Córdoba"
1734,USD 70.000,Ambrosio Olmos 800,"Nueva Córdoba, Córdoba"
1735,USD 220.000,Chacabuco al 600,"Nueva Córdoba, Córdoba"
1736,$ 79.000,DUARTE QUIROS 433,"Nueva Córdoba, Córdoba"
1737,USD 110.000,San Ignacio,"San Ignacio, Córdoba"
1738,Consultar precio,Dean Funes al 800,"Centro, Córdoba"
1739,USD 98.000,,"Alta Córdoba, Córdoba"
1740,USD 240.000,Costas de Manantiales central,"Riberas de Manantiales, Córdoba"
1741,USD 78.000,Bv Chacabuco 660,"Nueva Córdoba, Córdoba"
1742,USD 79.000,los alemanes 4947,"Los Boulevares, Córdoba"
1743,USD 42.000,,"Alta Córdoba, Córdoba"
1744,USD 22.000,,"San Vicente, Córdoba"
1745,USD 125.000,Cañada de Gomez 5000,"Solares de Manantiales, Córdoba"
1746,USD 117.000,,"San Ignacio Village, Córdoba"
1747,USD 73.000,Sucre 310 Dpto 2 Dorm Venta- Apto Credito Hipotecario,"Córdoba, Córdoba"
1748,USD 56.000,,"Carrara de Horizonte, Córdoba"
1749,USD 69.000,24 de Septiembre 1356,"General Paz, Córdoba"
1750,USD 50.000,Sucre 100,"Centro, Córdoba"
1751,USD 175.000,Bv de los franceses 100,"Los Boulevares, Córdoba"
1752,USD 45.000,,"Centro, Córdoba"
1753,USD 145.000,bulevar San Juan 1350,"Paso de los Andes, Córdoba"
1754,USD 189.000,Av Valparaiso al 4900,"La Luisita, Córdoba"
1755,USD 40.000,"Duarte Quirós 2055, X5002AOE Córdoba, Argentina","Alberdi, Córdoba"
1756,USD 450.000,Cañuelas Country Golf,"Cañuelas Country Golf, Córdoba"
1757,USD 220.000,Villa Allende,"Córdoba, Córdoba"
1758,USD 36.000,Colombia 79,"Nueva Córdoba, Córdoba"
1759,USD 69.000,Pasaje Carlucci 69,"Nueva Córdoba, Córdoba"
1760,USD 65.000,achaval rodriguez 132,"Nueva Córdoba, Córdoba"
1761,USD 140.000,José Giménez 1977,"Maipú, Córdoba"
1762,USD 98.000,Lima 742,"General Paz, Córdoba"
1763,USD 62.000,Av. Sagrada Familia 451,"Alberdi, Córdoba"
1764,USD 195.000,Tycho Brahe 5655,"Villa Belgrano, Córdoba"
1765,USD 90.000,Av. Armada Argentina 3555,"Córdoba, Córdoba"
1766,USD 310.000,"Judas Tadeo 8400, Los Carolinos","La Carolina, Córdoba"
1767,USD 115.000,Ituzaingó 665,"Nueva Córdoba, Córdoba"
1768,USD 175.000,Poeta Lugones 72,"Nueva Córdoba, Córdoba"
1769,$ 329.000,,"Quintas de Italia II, Córdoba"
1770,USD 124.500,Armada Argentina 3500,"San Javier, Córdoba"
1771,USD 100.000,Sucre 25,"Centro, Córdoba"
1772,USD 201.071,Avenida Chacabuco 600 a,"Nueva Córdoba, Córdoba"
1773,USD 150.000,Ernesto Bosh al 400,"San Fernando, Córdoba"
1774,USD 105.000,Dr. Pablo Luis Mirizzi N° al 800,"Parque Vélez Sársfield, Córdoba"
1775,USD 63.000,Viamonte 200,"General Paz, Córdoba"
1776,USD 38.000,Juan B Justo 2483,"Alta Córdoba, Córdoba"
1777,USD 57.000,Campillo 132,"Cofico, Córdoba"
1778,USD 30.000,,"Alberdi, Córdoba"
1779,USD 68.000,Rivera Indarte al 1500,"Cofico, Córdoba"
1780,USD 1.000.000,Av. Colon 6200,"Altos del Chateau, Córdoba"
1781,USD 58.000,Lima 1695,"General Paz, Córdoba"
1782,USD 167.000,Manuel Quintana 2500,"Córdoba, Córdoba"
1783,USD 45.000,Libertad 1835,"General Paz, Córdoba"
1784,USD 110.000,,"Alto Verde, Córdoba"
1785,USD 110.000,La Catalina,"Córdoba, Córdoba"
1786,USD 74.500,MARIANO LOZANO 4185,"Parque Corema, Córdoba"
1787,USD 67.000,Bv. San Juan y Arturo M. Bas,"Centro, Córdoba"
1788,USD 185.000,Villa Belgrano Housing Qubic,"Villa Belgrano, Córdoba"
1789,USD 275.000,Siete Soles,"Siete Soles Naturaleza Urbana, Córdoba"
1790,USD 84.000,Av. General Paz 2540,"Alta Córdoba, Córdoba"
1791,USD 44.500,"Coronel Agustín Olmedo 128, Alberdi, Córdoba","Alberdi, Córdoba"
1792,USD 68.000,Catamarca 1371,"General Paz, Córdoba"
1793,USD 420.000,REPUBLICA CHICA 1500,"Valle Escondido , Córdoba"
1794,USD 550.000,Country El Bosque,"Córdoba, Córdoba"
1795,USD 190.000,Mayor Arruabarrena,"URCA, Córdoba"
1796,USD 88.000,DE LOS TOSCANOS,"Los Boulevares, Córdoba"
1797,USD 490.000,Celso Barrios 1502,"Jockey Club, Córdoba"
1798,USD 340.000, Cordoba Centro Arturo M. Bas 256,"Centro, Córdoba"
1799,USD 128.000,Dean Funes 1752,"Alberdi, Córdoba"
1800,USD 169.000,juan romualdo baez 5500,"Cañuelas Country Golf, Córdoba"
1801,USD 185.000,Azopardo Enquen 6045,"Argüello, Córdoba"
1802,USD 67.000,Raul Carlos Brogin 10,"Manantiales, Córdoba"
1803,USD 49.000,Panaholma 1249,"Talleres, Córdoba"
1804,USD 55.000,Fragueiro 1489,"Cofico, Córdoba"
1805,USD 210.000,Bv. Chacabuco 625,"Nueva Córdoba, Córdoba"
1806,USD 149.000,Salamanca al 2200,"Maipú, Córdoba"
1807,USD 115.000,Mapa 04 - 2 Dormitorios Y 2 Baños - Amplio CON Balcon General paz,"General Paz, Córdoba"
1808,USD 140.000,Cañada de Gomez 100,"Córdoba, Córdoba"
1809,USD 47.000,Obispo Trejo 1000 3°,"Nueva Córdoba, Córdoba"
1810,$ 330.000,El Prado Valle Escondido,"Valle Escondido , Córdoba"
1811,USD 75.000,,"Prados de Manantiales, Córdoba"
