,Precio,Direccion,Barrio
6753,USD 75.000,Enrique Finocchietto,"Parque Vélez Sársfield, Córdoba"
6754,USD 65.000,Bedoya 531,"Cofico, Córdoba"
6755,USD 75.000,Mendoza 1555,"Cofico, Córdoba"
6756,USD 29.000,Sol de Mayo 230,"Alto Alberdi, Córdoba"
6757,USD 138.000,,"Costas de Manantiales, Córdoba"
6758,USD 55.000,Boulevard Illia 100 4°,"Nueva Córdoba, Córdoba"
6759,USD 430.000,O Higgins 5845,"San Carlos, Córdoba"
6760,Consultar precio,,"Cerro de las Rosas, Córdoba"
6761,USD 130.000,Bolivia 243,"Nueva Córdoba, Córdoba"
6762,USD 60.000,Independencia 890,"Nueva Córdoba, Córdoba"
6763,USD 990.000,Av. Molino de Torres 1000,"El Bosque, Córdoba"
6764,USD 90.000,gaspar de gaete 1393,"Escobar, Córdoba"
6765,USD 155.000,Velez Sarsfield Lote / N° 3000 5°,"Casonas del Sur, Las Rosas"
6766,USD 79.000,Benigno Acosta al 4400,"Villa Centenario, Córdoba"
6767,USD 53.000,Benito Cottolengo Lote / N° 0,"Valle Cercano, Córdoba"
6768,USD 120.000,Mariano Larra 2500,"Escobar, Córdoba"
6769,USD 50.000,Ayacucho 450,"Centro, Córdoba"
6770,USD 85.000,Bvrd Los Granaderos 2844,"Alto Verde, Córdoba"
6771,USD 99.000,Arroyito 8726,"Villa Rivera Indarte, Córdoba"
6772,USD 90.000,Gregorio Carreras 2626,"Villa Cabrera, Córdoba"
6773,USD 33.000,Jujuy 100,"Centro, Córdoba"
6774,USD 39.000,Mejico 1111,"Altos de General Paz, Córdoba"
6775,USD 65.000,Paraná 533,"Nueva Córdoba, Córdoba"
6776,USD 128.000,ANGEL T LO CELSO 6300.Alq.0,"Granja de Funes, Córdoba"
6777,USD 32.500,SANTA ROSA 1188,"Alto Alberdi, Córdoba"
6778,USD 210.000,MARIANO LARRA 3892,"Cerro de las Rosas, Córdoba"
6779,USD 65.000,DUARTE QUIROS 1290,"Alto Alberdi, Córdoba"
6780,USD 73.000,DUARTE QUIROS 1260,"Alto Alberdi, Córdoba"
6781,USD 115.000,LOS PINARES 3500,"Alto Verde, Córdoba"
6782,USD 129.000,jose de pucheta 1795,"Parque Capital, Córdoba"
6783,USD 480.000,La Pankana,"Villa Warcalde, Córdoba"
6784,USD 260.000,pio collivadino 4200,"Cerro Chico, Córdoba"
6785,USD 240.000,Real de Azua 3760,"URCA, Córdoba"
6786,USD 33.000,Av Olmos esquina Maipú 0,"Centro, Córdoba"
6787,USD 57.900,Obispo Salguero 100,"Centro, Córdoba"
6788,USD 69.000,CAMPILLO 449,"Cofico, Córdoba"
6789,USD 55.000,Figueroa Alcorta al 200,"Centro, Córdoba"
6790,USD 55.000,BV Illia 63,"Nueva Córdoba, Córdoba"
6791,USD 170.000,Maldonado al 2500,"Córdoba, Córdoba"
6792,USD 55.000,Av. Sagrada Familia 447,"Urquiza, Córdoba"
6793,USD 370.000,José Roque Fúnes 805,"URCA, Córdoba"
6794,USD 73.000,Estrada 23,"Nueva Córdoba, Córdoba"
6795,$ 34.000,Av. Colon 158,"Centro, Córdoba"
6796,USD 105.000,"PRADOS DE MANANTIALES, , Córdoba, Córdoba, Argentina.","Prados de Manantiales, Córdoba"
6797,USD 165.000,Spilimbergo 1800,"Chacra del Norte, Córdoba"
6798,USD 128.000,Calandria 100 3°,"Barrio Privado Chateau Carreras, Córdoba"
6799,USD 135.000,Figueroa Alcorta 95,"Centro, Córdoba"
6800,USD 630.000,,"Ayres del Sur, Córdoba"
6801,USD 120.000,,"Jardín Espinosa, Córdoba"
6802,USD 60.200,,"General Paz, Córdoba"
6803,USD 86.000,Obispo Salguero,"Nueva Córdoba, Córdoba"
6804,USD 62.000,,"Güemes, Córdoba"
6805,USD 50.000,,"Nueva Córdoba, Córdoba"
6806,USD 65.000,,"General Paz, Córdoba"
6807,USD 120.000,Chacabuco 140,"Centro, Córdoba"
6808,USD 50.000,,"Alto Alberdi, Córdoba"
6809,USD 68.000,,"Nueva Córdoba, Córdoba"
6810,USD 48.000,MARIANO MORENO 393,"Centro, Córdoba"
6811,USD 125.000,,"Miradores de Manantiales, Córdoba"
6812,USD 60.000,,"Nueva Córdoba, Córdoba"
6813,USD 45.000,,"Alto Alberdi, Córdoba"
6814,USD 87.000,Manuel Quintana al 1000,"Las Rosas, Córdoba"
6815,USD 75.000,Sol de Mayo y Luis Agote,"Residencial Santa Ana, Córdoba"
6816,USD 69.000,Sol de Mayo y Luis Agote,"Residencial Santa Ana, Córdoba"
6817,USD 47.000,Belgrano y Santiago Temple,"Güemes, Córdoba"
6818,$ 15.260.000,General Deheza 973,"General Pueyrredón, Córdoba"
6819,USD 60.000,General Deheza 973,"General Pueyrredón, Córdoba"
6820,USD 56.929,Sol de Mayo 1815,"Residencial Santa Ana, Córdoba"
6821,USD 75.000,Sol de Mayo 1815,"Residencial Santa Ana, Córdoba"
6822,USD 69.000,pasaje carluchi 70,"Nueva Córdoba, Córdoba"
6823,USD 56.000,Peredo 20,"Nueva Córdoba, Córdoba"
6824,USD 128.000,Libertad 1849,"Patria, Córdoba"
6825,USD 42.000,Bv. San Juan 870 ,"Nueva Córdoba, Córdoba"
6826,USD 90.000,,"Altos de General Paz, Córdoba"
6827,USD 170.000,david luque 178,"General Paz, Córdoba"
6828,USD 200.000,Ibarbalz 1331,"General Paz, Córdoba"
6829,USD 65.000,Perú al 190,"Nueva Córdoba, Córdoba"
6830,USD 64.900,Bv Illia al 500,"Nueva Córdoba, Córdoba"
6831,USD 72.000,Alquiler Temporal 1 Dormitorio Frente Patio Olmos,"Nueva Córdoba, Córdoba"
6832,USD 129.000,Terrazas de Manantiales -,"Córdoba, Córdoba"
6833,USD 120.000,,"Terrazas de Manantiales, Córdoba"
6834,USD 98.000,Docta Urbanización,"DOCTA, Córdoba"
6835,USD 72.500,Prados de Manantiales,"Manantiales, Córdoba"
6836,USD 119.000,Colinas de Manantiales 0,"Manantiales, Córdoba"
6837,USD 135.000,Celso Barrios 3609 39,"Córdoba, Córdoba"
6838,USD 105.000,Ucacha 1800,"Empalme, Córdoba"
6839,Consultar precio,Docta,"DOCTA, Córdoba"
6840,USD 72.000,Bv. Illia al 200,"Centro, Córdoba"
6841,USD 71.000,"1 Dormitorio con Balcón, Edificio con Piscina y Asadores en Terraza, Vélez Sársfield al 700, Barrio Güemes","Güemes, Córdoba"
6842,Consultar precio,24 DE SEPTIEMBRE 787,"General Paz, Córdoba"
6843,USD 76.000,Av. Poeta Lugones al 200,"Nueva Córdoba, Córdoba"
6844,USD 279.000,Juan Neper 5357,"Villa Belgrano, Córdoba"
6845,USD 22.000,,"Centro, Córdoba"
6846,USD 59.000,Julio A Roca 927,"Güemes, Córdoba"
6847,USD 55.000,Marcelo T. de alvear 500,"Centro, Córdoba"
6848,USD 330.000,Felix Olmedo 500,"Rogelio Martínez, Córdoba"
6849,USD 140.000,,"Manantiales, Córdoba"
6850,USD 33.000,Oncativo,"General Pueyrredón, Córdoba"
6851,USD 130.000,FELIX FRIAS 560,"General Paz, Córdoba"
6852,USD 135.000,spilimbergo 5600,"Chacra del Norte, Córdoba"
6853,USD 75.000,Doctor Eliseo Soaje 364,"Las Flores, Córdoba"
6854,USD 57.000,Salvador Rosich 100,"Centro América, Córdoba"
6855,USD 250.000,"25 de mayo 720, cordoba, Córdoba, Córdoba, Argentina.","Altos de General Paz, Córdoba"
6856,USD 130.000,,"Nueva Córdoba, Córdoba"
6857,USD 115.000,,"Nueva Córdoba, Córdoba"
6858,USD 48.000,,"Centro, Córdoba"
6859,USD 130.000,,"Colinas de Manantiales, Córdoba"
6860,USD 85.000,AV. ESTRADA 36,"Nueva Córdoba, Córdoba"
6861,USD 35.000,,"Centro, Córdoba"
6862,USD 93.000,,"Nueva Córdoba, Córdoba"
6863,USD 145.000,,"Parque Vélez Sársfield, Córdoba"
6864,USD 122.000,David Luque 36,"General Paz, Córdoba"
6865,USD 100.000,Catalanes 4913,"Los Boulevares, Córdoba"
6866,USD 360.000,,"Quintas de Italia II, Córdoba"
6867,USD 63.000,Lima 987,"General Paz, Córdoba"
6868,USD 75.000,Chacabuco 775,"Nueva Córdoba, Córdoba"
6869,USD 62.000,Lima 1300,"General Paz, Córdoba"
6870,USD 100.000,Poeta Lugones 72,"Nueva Córdoba, Córdoba"
6871,USD 65.000,Bv San Juan 600,"Centro, Córdoba"
6872,USD 95.000,Lima 1300,"General Paz, Córdoba"
6873,USD 190.000,Chacabuco 625,"Nueva Córdoba, Córdoba"
6874,USD 160.000,Velez Sarsfield 671,"Nueva Córdoba, Córdoba"
6875,USD 60.000,24 de septiembre 1300,"General Paz, Córdoba"
6876,USD 45.000,Av Colon 3000,"Alto Alberdi, Córdoba"
6877,USD 65.000,Transito caceres de Allende 400,"Nueva Córdoba, Córdoba"
6878,USD 356.000,Independencia 1021,"Nueva Córdoba, Córdoba"
6879,USD 86.000,Obispo Salguero 500,"Nueva Córdoba, Córdoba"
6880,USD 78.000,gato y mancha,"Villa Cabrera, Córdoba"
6881,USD 38.000,Centro America al 1300,"San Vicente, Córdoba"
6882,USD 160.000,vICTOR gRIGNARD 7175,"Villa Belgrano, Córdoba"
6883,USD 110.000,Pje. Lituania,"General Paz, Córdoba"
6884,USD 80.000,Paraná 609,"Nueva Córdoba, Córdoba"
6885,USD 65.000,,"Alta Córdoba, Córdoba"
6886,USD 97.000,docta,"DOCTA, Córdoba"
6887,USD 170.000, Av Gauss 4600,"Villa Belgrano, Córdoba"
6888,Consultar precio,Malagueño 1074,"Jardín, Córdoba"
6889,USD 50.000,RIO NEGRO 3435,"Altos de Vélez Sársfield, Córdoba"
6890,USD 50.000,Jujuy,"Alta Córdoba, Córdoba"
6891,USD 85.000,Transito Cáceres de Allende 475,"Nueva Córdoba, Córdoba"
6892,USD 330.000,Enrique Cavendish,"Villa Belgrano, Córdoba"
6893,USD 105.000,10 de octubre,"Parque Alameda, Córdoba"
6894,USD 124.000,Nicanor Carranza 3566,"Cerro de las Rosas, Córdoba"
6895,USD 28.900,espora 24,"Alberdi, Córdoba"
6896,USD 56.500,Bv Mitre 517,"Centro, Córdoba"
6897,USD 89.000,chacabuco,"Nueva Córdoba, Córdoba"
6898,USD 130.000,Manantiales calle publica ,"Manantiales, Córdoba"
6899,USD 22.000,Fructuoso Rivera 475,"Güemes, Córdoba"
6900,USD 225.000,san nicolas de bari 5778,"La Carolina, Córdoba"
6901,USD 45.000,Estrada 73,"Nueva Córdoba, Córdoba"
6902,USD 80.000,Lima1675,"General Paz, Córdoba"
6903,USD 70.000,david luque 435,"General Paz, Córdoba"
6904,USD 40.000,Av cornelio Saaverda 3325,"Zumarán, Córdoba"
6905,USD 52.500,,"General Paz, Córdoba"
6906,USD 48.000,Bolivar 397,"Centro, Córdoba"
6907,USD 89.400,Ituzaingo 665,"Nueva Córdoba, Córdoba"
6908,USD 135.000,Pistonala y Bv. Reanult 0,"Manantiales, Córdoba"
6909,USD 110.000,,"Parque Liceo Primera Sección, Córdoba"
6910,USD 85.000,,"Alto Alberdi, Córdoba"
6911,USD 110.000,General Paz 3049,"Alta Córdoba, Córdoba"
6912,USD 115.000,Bv Illia 437,"Nueva Córdoba, Córdoba"
6913,USD 75.000,Jardin del sud 1,"Jardín del sur, Córdoba"
6914,USD 80.000,Humberto Primo 3900,"Córdoba, Córdoba"
6915,USD 68.000,Av. Vélez Sarsfield al 700,"Nueva Córdoba, Córdoba"
6916,USD 62.900,Lima AL 1300 Gral PAZ,"General Paz, Córdoba"
6917,USD 180.000,Mariano fragueiro 2800,"Alta Córdoba, Córdoba"
6918,USD 43.000,bedoya 51,"Alta Córdoba, Córdoba"
6919,USD 68.000,,"Nueva Córdoba, Córdoba"
6920,USD 35.000,,"Alta Córdoba, Córdoba"
6921,USD 37.500,,"Alta Córdoba, Córdoba"
6922,USD 95.000,,"Alberdi, Córdoba"
6923,USD 150.000,Jose Baigorri 1008,"Alta Córdoba, Córdoba"
6924,USD 73.000,Av Pueyrredon al 200,"Córdoba, Córdoba"
6925,USD 165.000,,"General Paz, Córdoba"
6926,USD 115.000,Buenos Aires 1375,"Nueva Córdoba, Córdoba"
6927,USD 110.000,Av Velez Sarsfield al 700,"Nueva Córdoba, Córdoba"
6928,USD 75.000,Velez Sarsfield al 600,"Nueva Córdoba, Córdoba"
6929,USD 550.000,Avenida Valparaiso 6894,"Córdoba, Córdoba"
6930,USD 85.000,Luis Maria Drago 600,"San Fernando, Córdoba"
6931,USD 43.500,Juan Viamonte al 1200,"General Pueyrredón, Córdoba"
6932,USD 68.500,Ayacucho al 300,"Nueva Córdoba, Córdoba"
6933,USD 150.000,DR. FEDERICO PADULA 3539,"Residencial Vélez Sársfield, Córdoba"
6934,USD 40.000,ciudad de esteco ,"Las Margaritas, Córdoba"
6935,USD 220.000,Manuel Corvalan 358,"San Salvador, Córdoba"
6936,USD 53.500,Jujuy 2064,"Alta Córdoba, Córdoba"
6937,USD 280.000,Tejas Del Sur,"Córdoba, Córdoba"
6938,USD 105.000,CAÑADA DE GOMEZ,"Prados de Manantiales, Córdoba"
6939,USD 110.000,,"Alto Alberdi, Córdoba"
6940,USD 90.000,Julio A. Roca 373,"Güemes, Córdoba"
6941,USD 55.000,vieytes 1313,"Alberdi, Córdoba"
6942,USD 95.000,CLETO PEÑA 1926,"Córdoba, Córdoba"
6943,USD 16.000,Dean Funes 2515,"Córdoba, Córdoba"
6944,USD 80.000,Piloto Origone 4500,"Juan B. Justo, Córdoba"
6945,USD 43.000,Anacreonte 220,"Alta Córdoba, Córdoba"
6946,USD 345.000,Avenida del Centro,"Colón, Córdoba"
6947,USD 220.000,Los Patos 179,"Colón, Córdoba"
6948,USD 600.000,Los itines,"Córdoba, Córdoba"
6949,USD 63.000,Ocaña 27,"Centro, Córdoba"
6950,USD 148.000,Avenida Colon 664,"Centro, Córdoba"
6951,USD 100.000,Cacheuta 3300,"Córdoba, Córdoba"
6952,USD 105.000,Nueva Córdoba,"Nueva Córdoba, Córdoba"
6953,USD 56.000,Calle de los Friulanos 6275,"Los Boulevares, Córdoba"
6954,USD 410.000,Molino de Torres 5301,"El Bosque, Córdoba"
6955,USD 43.900,Fray Isidro Mena 2896,"Córdoba, Córdoba"
6956,USD 41.000,Honduras 2030,"Córdoba, Córdoba"
6957,USD 22.500,urquiza 4800,"Córdoba, Córdoba"
6958,USD 19.000,Pasaje SAN Tomás al 500,"Centro, Córdoba"
6959,USD 141.000,Alberdi,"Alberdi, Córdoba"
6960,USD 490.000,Celso Barrio al 1500,"Córdoba, Córdoba"
6961,USD 275.000,Ambrosio Olmos al 800,"Nueva Córdoba, Córdoba"
6962,USD 83.000,Av. Colon al 4800,"Alberdi, Córdoba"
6963,USD 605.000,Lomas de los Carolinos,"Lomas de los Carolinos, Córdoba"
6964,USD 125.000,Bodereau 8766,"Villa Rivera Indarte, Córdoba"
6965,USD 139.000,Bolivar 370,"Alberdi, Córdoba"
6966,USD 99.000,Bolivar 370,"Alberdi, Córdoba"
6967,USD 133.000,Bolivar 370,"Alberdi, Córdoba"
6968,USD 135.000,Alberdi,"Alberdi, Córdoba"
6969,USD 140.000,Alberdi,"Alberdi, Córdoba"
6970,USD 240.000,Hopkins 1,"Villa Belgrano, Córdoba"
6971,USD 160.000,Mitre al 600,"Escobar, Córdoba"
6972,USD 180.000,Lima 2000,"General Paz, Córdoba"
6973,USD 25.000,Dean Funes 4300 2°,"Las Palmas, Córdoba"
6974,USD 32.000,Cochabamba 1776,"General Pueyrredón, Córdoba"
6975,USD 420.000,Jacobo Joule 5900,"Villa Belgrano, Córdoba"
6976,USD 590.000,Lomas de la Carolina 346,"Lomas de los Carolinos, Córdoba"
6977,USD 700.000,Lomas de la Carolina 7316,"Lomas de los Carolinos, Córdoba"
6978,USD 1.200.000,Las Delicias 1,"Las Delicias, Córdoba"
6979,USD 159.000,Ombu 2000,"Altos de Villa Cabrera, Córdoba"
6980,USD 100.000,Fidel Pelliza 6974,"Argüello, Córdoba"
6981,USD 500.000,Lomas de la Carolina 360,"Lomas de los Carolinos, Córdoba"
6982,USD 400.000,Jose Agusti 6875,"Argüello, Córdoba"
6983,USD 110.000,av. Agrim. Enrique Bodereau 8766,"Villa Rivera Indarte, Córdoba"
6984,USD 180.000,Hopkins 6247,"Argüello, Córdoba"
6985,USD 350.000,Bv Chacabuco 1100,"Nueva Córdoba, Córdoba"
6986,$ 25.829.651,Av. Velez Sarfield al 1300,"Nueva Córdoba, Córdoba"
6987,$ 42.996.612,Nueva Cordoba,"Nueva Córdoba, Córdoba"
6988,$ 41.137.286,Nueva Cordoba,"Nueva Córdoba, Córdoba"
6989,$ 25.087.051,Nueva Cordoba,"Nueva Córdoba, Córdoba"
6990,$ 32.729.805,Nueva Cordoba,"Nueva Córdoba, Córdoba"
6991,$ 36.030.804,Nueva Cordoba,"Nueva Córdoba, Córdoba"
6992,$ 28.291.911,Nueva Cordoba,"Nueva Córdoba, Córdoba"
6993,$ 29.611.016,Nueva Cordoba,"Nueva Córdoba, Córdoba"
6994,$ 50.269.829,Nueva Cordoba,"Nueva Córdoba, Córdoba"
6995,$ 55.995.028,Nueva Cordoba,"Nueva Córdoba, Córdoba"
6996,USD 205.000,Chacabuco 1200,"Nueva Córdoba, Córdoba"
6997,USD 136.000,Aconquija al 2800,"Córdoba, Córdoba"
6998,USD 170.000,Aconquija al 2800,"Córdoba, Córdoba"
6999,USD 135.000,zona sur 1000,"Iponá, Córdoba"
7000,USD 60.000,Balcarce 500,"Nueva Córdoba, Córdoba"
7001,USD 80.000,San Lorenzo 300,"Nueva Córdoba, Córdoba"
7002,USD 115.000,Bs. Aires y Chile,"Nueva Córdoba, Córdoba"
7003,USD 105.000,Chacabuco 421,"Nueva Córdoba, Córdoba"
7004,USD 130.000,La Calandria,"La Calandria, Córdoba"
7005,USD 130.000,La Calandria,"La Calandria, Córdoba"
7006,USD 85.000,Valparaiso al 3900,"Córdoba, Córdoba"
7007,USD 235.000,Benigno Acosta 4300,"Villa Centenario, Córdoba"
7008,USD 180.000,Pueyrredon al 100,"Nueva Córdoba, Córdoba"
7009,USD 200.000,Jose Acosta al 1200,"Córdoba, Córdoba"
